user_genome	classification	genome_size
binchicken_emerge_co141.22	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__;g__;s__	886712
binchicken_emerge_co141.265	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01 sp003168235	4311860
binchicken_emerge_co141.274	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Palsa-343;s__	5470975
binchicken_emerge_co141.276	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__JAKAGE01;s__	1063103
binchicken_emerge_co141.29	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	3990411
binchicken_emerge_co141.292	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__	3583578
binchicken_emerge_co141.34	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__PALSA-1337;g__PALSA-1337;s__	867038
binchicken_emerge_co141.413	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__Occallatibacter sp003165075	4191963
binchicken_emerge_co141.438	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Palsa-343;s__Palsa-343 sp003167515	4432795
binchicken_emerge_co142.687	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__	3023005
binchicken_emerge_co142.870	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	4018404
binchicken_emerge_co142.94	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Lustribacter;s__	3202093
binchicken_emerge_co143.260	d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__Bog-1183;s__Bog-1183 sp003136635	3580050
binchicken_emerge_co143.265	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__CAIVDV01;s__	4209531
binchicken_emerge_co143.282	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003160115	2088179
binchicken_emerge_co143.306	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	4151130
binchicken_emerge_co143.352	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	3889550
binchicken_emerge_co143.62	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	4357194
binchicken_emerge_co143.9	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01 sp003162935	4453666
binchicken_emerge_co144.3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Frankiaceae;g__JADGOW01;s__JADGOW01 sp017882765	3308744
binchicken_emerge_co145.311	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__;s__	4247474
binchicken_emerge_co146.100	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__GWB1-37-8;s__	766919
binchicken_emerge_co146.16	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__DYFX01;g__;s__	1358481
binchicken_emerge_co146.217	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	4119814
binchicken_emerge_co146.350	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	745319
binchicken_emerge_co146.460	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__	3204860
binchicken_emerge_co146.462	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACRFQ01;s__	1255666
binchicken_emerge_co146.475	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__	3473885
binchicken_emerge_co146.477	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	800962
binchicken_emerge_co146.485	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1260;s__Fen-1260 sp003162635	3044908
binchicken_emerge_co146.496	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTGW01;g__;s__	4538083
binchicken_emerge_co146.523	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6107;s__	2756877
binchicken_emerge_co146.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTGW01;g__;s__	4032220
binchicken_emerge_co146.698	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__	3531662
binchicken_emerge_co146.704	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6107;s__	2791619
binchicken_emerge_co146.803	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1260;s__Fen-1260 sp003162635	3113845
binchicken_emerge_co147.227	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	4490586
binchicken_emerge_co147.50	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	2476503
binchicken_emerge_co148.258	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__JAPLKF01;s__JAPLKF01 sp026388215	2232458
binchicken_emerge_co148.373	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	4821032
binchicken_emerge_co149.108	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__Deferrimicrobium;s__Deferrimicrobium sp017881405	2324172
binchicken_emerge_co149.124	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA1222;g__SURF-27;s__	1811463
binchicken_emerge_co149.13	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp017883305	3513509
binchicken_emerge_co149.137	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp003133645	3347870
binchicken_emerge_co149.207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	3945319
binchicken_emerge_co149.397	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__;s__	4298445
binchicken_emerge_co149.448	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__FEN-1185;g__FEN-1185;s__	4803379
binchicken_emerge_co149.457	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	3644487
binchicken_emerge_co149.536	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855	1728096
binchicken_emerge_co149.546	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp017883305	3513509
binchicken_emerge_co149.589	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__Deferrimicrobium;s__Deferrimicrobium sp017881405	2325867
binchicken_emerge_co149.669	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__;s__	3790780
binchicken_emerge_co150.301	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01 sp003132405	5816354
binchicken_emerge_co150.321	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	7152978
binchicken_emerge_co150.409	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__PALSA-1196 sp003140135	4800298
binchicken_emerge_co150.439	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	4990687
binchicken_emerge_co150.440	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Aquilonibacter;s__	3029023
binchicken_emerge_co150.474	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__	4491008
binchicken_emerge_co150.499	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3993742
binchicken_emerge_co150.525	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003140655	4113119
binchicken_emerge_co150.528	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__Palsa-147 sp003152355	4563556
binchicken_emerge_co150.529	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	3880367
binchicken_emerge_co150.532	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	5514595
binchicken_emerge_co150.535	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	4827700
binchicken_emerge_co150.622	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	4883992
binchicken_emerge_co150.668	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__	4588052
binchicken_emerge_co150.711	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003140075	5450750
binchicken_emerge_co150.89	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	4046805
binchicken_emerge_co150.91	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__Occallatibacter sp003140705	5491205
binchicken_emerge_co151.150	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	3061770
binchicken_emerge_co151.216	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855	1849017
binchicken_emerge_co151.280	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855	1639445
binchicken_emerge_co153.163	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__JAEZRQ01;s__	948831
binchicken_emerge_co155.166	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__UBA8522;s__UBA8522 sp017886205	3521563
binchicken_emerge_co155.312	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__	4242373
binchicken_emerge_co155.348	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__	3800688
binchicken_emerge_co156.118	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__JAKAGE01;s__	921015
binchicken_emerge_co156.21	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003133075	2212591
binchicken_emerge_co156.503	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	4017599
binchicken_emerge_co156.517	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	3118626
binchicken_emerge_co156.744	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	4258751
binchicken_emerge_co156.801	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__UBA6821;s__	2198746
binchicken_emerge_co156.808	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__UBA6821;s__	2393312
binchicken_emerge_co156.93	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003160115	1978288
binchicken_emerge_co156.983	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	5836548
binchicken_emerge_co157.217	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Firm-13;s__Firm-13 sp017881645	2030474
binchicken_emerge_co157.54	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__	698069
binchicken_emerge_co158.45	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01 sp003154055	4515097
binchicken_emerge_co159.225	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__CADEGZ01;s__	1510916
binchicken_emerge_co159.249	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMUX01;s__LMUX01 sp026225455	5629894
binchicken_emerge_co159.257	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAGOUU01;f__;g__;s__	2016221
binchicken_emerge_co159.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	2847486
binchicken_emerge_co159.388	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	5311631
binchicken_emerge_co159.415	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__	5754117
binchicken_emerge_co159.423	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__	5912410
binchicken_emerge_co159.502	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	4731787
binchicken_emerge_co16.330	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	3933328
binchicken_emerge_co160.23	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__	697804
binchicken_emerge_co160.93	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__Microsaccharimonas;s__	862775
binchicken_emerge_co161.125	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003133075	2335764
binchicken_emerge_co161.140	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__GWA1-40-21;g__Bog-1340;s__	754270
binchicken_emerge_co161.198	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__UBA6186;s__UBA6186 sp903822055	1998207
binchicken_emerge_co161.26	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__;s__	929249
binchicken_emerge_co161.52	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003138895	1767949
binchicken_emerge_co161.59	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	5431074
binchicken_emerge_co161.646	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	4558820
binchicken_emerge_co161.740	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	7357816
binchicken_emerge_co161.763	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	7348930
binchicken_emerge_co161.806	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__PALSA-968;s__	3461778
binchicken_emerge_co161.872	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	4520719
binchicken_emerge_co161.971	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-515;s__Bog-515 sp003155135	2921234
binchicken_emerge_co162.134	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__CAIUMH01;s__	2410551
binchicken_emerge_co162.170	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	3138586
binchicken_emerge_co162.189	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	5409697
binchicken_emerge_co162.223	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__	3700765
binchicken_emerge_co162.230	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Acidicapsa;s__	4439955
binchicken_emerge_co162.235	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	1996340
binchicken_emerge_co162.236	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__	4143165
binchicken_emerge_co162.252	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__CAIVDV01;s__	4401911
binchicken_emerge_co162.313	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	3084390
binchicken_emerge_co162.49	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__CAIVDV01;s__	4383221
binchicken_emerge_co163.217	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	2756042
binchicken_emerge_co164.109	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	4487913
binchicken_emerge_co164.19	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__Deferrimicrobium;s__Deferrimicrobium sp017881405	2360724
binchicken_emerge_co164.217	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	3857793
binchicken_emerge_co164.289	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__FEN-1073;s__	3071653
binchicken_emerge_co164.300	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855	1945948
binchicken_emerge_co164.379	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACRFQ01;s__	1103949
binchicken_emerge_co164.402	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__JARIHM01;s__	1064666
binchicken_emerge_co164.433	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	2810456
binchicken_emerge_co164.437	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	2770986
binchicken_emerge_co164.516	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__;s__	5320970
binchicken_emerge_co164.577	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855	1797789
binchicken_emerge_co164.601	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__	4148627
binchicken_emerge_co165.157	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__CAIVDV01;s__	4095028
binchicken_emerge_co165.353	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	3188535
binchicken_emerge_co165.616	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003137095	4388788
binchicken_emerge_co165.652	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	4915595
binchicken_emerge_co165.708	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	2792985
binchicken_emerge_co165.723	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__DAIDJM01;s__	3179032
binchicken_emerge_co165.875	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__	3552226
binchicken_emerge_co166.286	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__JAKAGE01;s__	976658
binchicken_emerge_co166.296	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__PALSA-1337;g__PALSA-1337;s__	745202
binchicken_emerge_co166.542	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__UBA11358;s__	5500689
binchicken_emerge_co166.586	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__	3795298
binchicken_emerge_co166.591	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Pasla-948_A;f__Palsa-948_A;g__JABEUT01;s__	2987859
binchicken_emerge_co166.625	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__UBA6821;s__	2499398
binchicken_emerge_co166.745	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__CAJBRS01;g__CAJBRS01;s__	845909
binchicken_emerge_co166.756	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__PALSA-968;s__	3231314
binchicken_emerge_co166.765	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAILMK01;f__CAILMK01;g__;s__	3876660
binchicken_emerge_co166.791	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003138895	1717270
binchicken_emerge_co166.807	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9219;f__UBA9219;g__;s__	2261820
binchicken_emerge_co166.82	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003133075	2230204
binchicken_emerge_co167.221	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JABCZS01;f__;g__;s__	2704965
binchicken_emerge_co167.326	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	3832881
binchicken_emerge_co167.335	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	3668677
binchicken_emerge_co167.336	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__	5975121
binchicken_emerge_co167.337	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	5519908
binchicken_emerge_co167.351	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	1942090
binchicken_emerge_co167.396	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	5028106
binchicken_emerge_co167.443	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__;s__	1842888
binchicken_emerge_co167.444	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__	5900626
binchicken_emerge_co168.249	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	4787807
binchicken_emerge_co168.256	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003166795	3977090
binchicken_emerge_co168.274	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	1846836
binchicken_emerge_co168.359	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	4747377
binchicken_emerge_co168.381	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01 sp003168235	4175523
binchicken_emerge_co168.466	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	4999964
binchicken_emerge_co168.49	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	4030896
binchicken_emerge_co168.537	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	4154301
